date,open,high,low,close,volume,adj_open,adj_high,adj_low,adj_close,adj_volume,100ma
2020-07-06,370.0,375.78,369.87,373.85,29663913.0,370.0,375.78,369.87,373.85,29663913.0,381.7516666666666
2020-07-02,367.85,370.47,363.64,364.11,28510367.0,367.85,370.47,363.64,364.11,28510367.0,380.82315789473677
2020-07-01,365.12,367.36,363.91,364.11,27684309.0,365.12,367.36,363.91,364.11,27684309.0,379.9874999999999
2020-06-30,360.08,365.98,360.0,364.8,35055821.0,360.08,365.98,360.0,364.8,35055821.0,379.2642857142856
2020-06-29,353.25,362.1736,351.28,361.78,32661519.0,353.25,362.1736,351.28,361.78,32661519.0,378.46954545454537
2020-06-26,364.41,365.32,353.02,353.63,51314211.0,364.41,365.32,353.02,353.63,51314211.0,377.3895652173912
2020-06-25,360.7,365.0,357.57,364.84,34380628.0,360.7,365.0,357.57,364.84,34380628.0,376.86666666666656
2020-06-24,365.0,368.79,358.52,360.06,48155849.0,365.0,368.79,358.52,360.06,48155849.0,376.19439999999986
2020-06-23,364.0,372.38,362.2701,366.53,53038869.0,364.0,372.38,362.2701,366.53,53038869.0,375.8226923076922
2020-06-22,351.34,359.46,351.15,358.87,33861316.0,351.34,359.46,351.15,358.87,33861316.0,375.1948148148148
2020-06-19,354.635,356.56,345.15,349.72,66118952.0,354.635,356.56,345.15,349.72,66118952.0,374.2849999999999
2020-06-18,351.41,353.45,349.22,351.73,24205096.0,351.41,353.45,349.22,351.73,24205096.0,373.50724137931024
2020-06-17,355.15,355.4,351.09,351.59,28601626.0,355.15,355.4,351.09,351.59,28601626.0,372.7766666666666
2020-06-16,351.46,353.2,344.72,352.08,41357182.0,351.46,353.2,344.72,352.08,41357182.0,372.1090322580644
2020-06-15,333.25,345.68,332.58,342.99,34702230.0,333.25,345.68,332.58,342.99,34702230.0,371.1990624999999
2020-06-12,344.72,347.8,334.2233,338.8,50036513.0,344.72,347.8,334.2233,338.8,50036513.0,370.21727272727264
2020-06-11,349.31,351.06,335.48,335.9,50415613.0,349.31,351.06,335.48,335.9,50415613.0,369.20794117647046
2020-06-10,347.9,354.77,346.09,352.84,41662938.0,347.9,354.77,346.09,352.84,41662938.0,368.7402857142856
2020-06-09,332.14,345.61,332.01,343.99,36928091.0,332.14,345.61,332.01,343.99,36928091.0,368.0527777777777
2020-06-08,330.25,333.6,327.32,333.46,23913634.0,330.25,333.6,327.32,333.46,23913634.0,367.1178378378377
2020-06-05,323.35,331.75,323.23,331.5,34312550.0,323.35,331.75,323.23,331.5,34312550.0,366.18052631578934
2020-06-04,324.39,325.62,320.78,322.32,21890091.0,324.39,325.62,320.78,322.32,21890091.0,365.0558974358973
2020-06-03,324.66,326.2,322.3,325.12,26122804.0,324.66,326.2,322.3,325.12,26122804.0,364.0574999999999
2020-06-02,320.745,323.44,318.93,323.34,21910704.0,320.745,323.44,318.93,323.34,21910704.0,363.0643902439023
2020-06-01,317.75,322.35,317.21,321.85,20254653.0,317.75,322.35,317.21,321.85,20254653.0,362.08309523809515
2020-05-29,319.25,321.15,316.47,317.94,38399532.0,319.25,321.15,316.47,317.94,38399532.0,361.0565116279069
2020-05-28,316.77,323.44,315.63,318.25,33449103.0,316.77,323.44,315.63,318.25,33449103.0,360.0836363636363
2020-05-27,316.14,318.71,313.09,318.11,28236274.0,316.14,318.71,313.09,318.11,28236274.0,359.1508888888888
2020-05-26,323.5,324.24,316.5,316.73,31380454.0,323.5,324.24,316.5,316.73,31380454.0,358.2286956521738
2020-05-22,315.77,319.23,315.35,318.89,20450754.0,315.77,319.23,315.35,318.89,20450754.0,357.39170212765947
2020-05-21,318.66,320.89,315.87,316.85,25672211.0,318.66,320.89,315.87,316.85,25672211.0,356.5470833333332
2020-05-20,316.68,319.52,316.2,319.23,27876215.0,316.68,319.52,316.2,319.23,27876215.0,355.7855102040815
2020-05-19,315.03,318.52,313.01,313.14,25432385.0,315.03,318.52,313.01,313.14,25432385.0,354.93259999999987
2020-05-18,313.17,316.5,310.3241,314.96,33843125.0,313.17,316.5,310.3241,314.96,33843125.0,354.14882352941163
2020-05-15,300.35,307.9,300.21,307.71,41587094.0,300.35,307.9,300.21,307.71,41587094.0,353.2557692307691
2020-05-14,304.51,309.79,301.53,309.54,39732269.0,304.51,309.79,301.53,309.54,39732269.0,352.43094339622627
2020-05-13,312.15,315.95,303.21,307.65,50155639.0,312.15,315.95,303.21,307.65,50155639.0,351.6016666666666
2020-05-12,317.83,319.688,310.91,311.41,40575263.0,317.83,319.688,310.91,311.41,40575263.0,350.870909090909
2020-05-11,308.1,317.05,307.24,315.01,36486561.0,308.1,317.05,307.24,315.01,36486561.0,350.23053571428557
2020-05-08,305.64,310.35,304.29,310.13,33511985.0,305.64,310.35,304.29,310.13,33511985.0,349.52701754385953
2020-05-07,303.22,305.17,301.97,303.74,28803764.0,302.401403832225,304.346139461381,301.15477842892,302.92,28803764.0,348.7375862068965
2020-05-06,300.46,303.24,298.87,300.63,35583438.0,299.648854941726,302.421349838678,298.063147428722,299.818395996576,35583438.0,347.92220338983043
2020-05-05,295.06,301.0,294.46,297.56,36937795.0,294.263433199447,300.187397115954,293.66505300586,296.756684006058,36937795.0,347.08283333333327
2020-05-04,289.17,293.69,286.3172,293.16,33391986.0,288.389334299072,292.897131757424,285.544235938632,292.368562586423,33391986.0,346.19885245901634
2020-05-01,286.25,299.0,285.85,289.07,60154175.0,285.47721735695,298.192796470666,285.078297227892,288.289604266807,60154175.0,345.2774193548387
2020-04-30,289.96,294.53,288.35,293.8,45765968.0,289.177201553961,293.734864028445,287.571548034503,293.006834792915,45765968.0,344.4603174603174
2020-04-29,284.73,289.67,283.89,287.73,34320204.0,283.961320866531,288.887984460394,283.123588595509,286.953221834464,34320204.0,343.57390624999994
2020-04-28,285.08,285.83,278.2,278.58,28001187.0,284.310375979456,285.058351221439,277.448949759663,277.827923882268,28001187.0,342.57399999999996
2020-04-27,281.8,284.54,279.95,283.17,29271893.0,281.039230921183,283.771833805228,279.194225324291,282.405532363205,29271893.0,341.67393939393935
2020-04-24,277.2,283.01,277.0,282.97,31627183.0,276.451649437018,282.245964311582,276.25218937249,282.206072298677,31627183.0,340.7977611940298
2020-04-23,275.87,281.75,274.87,275.03,31203582.0,275.125240007902,280.98936590505,274.127939685257,274.28750773688,31203582.0,339.83058823529404
2020-04-22,273.61,277.9,272.2,276.1,29264342.0,272.871341278725,277.14975966287,271.465147823797,275.35461908211,29264342.0,338.90695652173906
2020-04-21,276.28,277.25,265.43,268.37,45247893.0,275.534133140186,276.501514453151,264.713424639494,267.645487588069,45247893.0,337.8992857142856
2020-04-20,277.95,281.68,276.85,276.93,32503750.0,277.199624679002,280.919554882465,276.102594324093,276.182378349905,32503750.0,337.0405633802816
2020-04-17,284.69,286.945,276.86,282.8,53812478.0,283.921428853625,286.170341081188,276.112567327319,282.036531243827,53812478.0,336.2872222222221
2020-04-16,287.38,288.1975,282.3502,286.69,39281290.0,286.604166721538,287.4194597353,281.587945558702,285.916029498914,39281290.0,335.60780821917797
2020-04-15,282.4,286.33,280.63,284.43,32788641.0,281.637611114769,285.557001382762,279.872389543689,283.662130769737,32788641.0,334.9162162162161
2020-04-14,280.0,288.25,278.05,287.05,48748672.0,279.244090340423,287.471818002239,277.299354711266,286.275057615066,48748672.0,334.2779999999999
2020-04-13,268.31,273.7,265.83,273.25,32755731.0,267.58564956871,272.961098307763,265.112344768552,272.512313162573,32755731.0,333.4749999999999
2020-04-09,268.7,270.07,264.7,267.99,40529123.0,267.974596694541,269.340898136564,263.985395403964,267.266513465464,40529123.0,332.62454545454534
2020-04-08,262.74,267.37,261.23,266.07,42223821.0,262.030686771581,266.648187265424,260.524763284388,265.351696845987,42223821.0,331.77128205128196
2020-04-07,270.8,271.7,259.0,259.43,50721831.0,270.068927372095,270.966497662474,258.300783564891,258.729622703628,50721831.0,330.85556962025305
2020-04-06,250.9,263.11,249.38,262.47,50455071.0,250.222650951472,262.399687890959,248.706754461052,261.761415684467,50455071.0,330.0007499999999
2020-04-03,242.8,245.7,238.9741,241.41,32470017.0,242.144518338052,245.036689273721,238.328947033647,240.758270889577,32470017.0,328.90703703703696
2020-04-02,240.34,245.15,236.9,244.93,41483493.0,239.691159544347,244.488174096267,236.260446434451,244.268768025285,41483493.0,327.88292682926823
2020-04-01,246.5,248.72,239.13,240.91,44054638.0,245.834529531836,248.048536248107,238.484426153947,240.259620728254,44054638.0,326.8350602409638
2020-03-31,255.6,262.49,252.0,254.29,49250501.0,254.9099624679,261.78136169092,251.31968130638,253.603499045236,49250501.0,325.97142857142853
2020-03-30,250.74,255.52,249.4,254.81,41994110.0,250.063082899849,254.830178442089,248.726700467505,254.122095213011,41994110.0,325.1342352941176
2020-03-27,252.75,255.87,247.05,247.74,51054153.0,252.067656548364,255.179233555014,246.383044709291,247.071181931915,51054153.0,324.2343023255814
2020-03-26,246.52,258.68,246.36,258.44,63140169.0,245.854475538289,257.981647461645,245.694907486666,257.74229538421,63140169.0,323.47804597701145
2020-03-25,250.75,258.25,244.3,245.52,75900510.0,250.073055903075,257.552808322908,243.640468822019,244.857175215645,75900510.0,322.59215909090904
2020-03-24,236.36,247.69,234.3,246.88,71882773.0,235.721904260223,247.021316915783,233.667465595575,246.213503654441,71882773.0,321.7414606741573
2020-03-23,228.08,228.4997,212.61,224.37,84188208.0,227.464257588727,227.882824534141,212.036021597419,223.764273391717,84188208.0,320.6595555555555
2020-03-20,247.18,251.83,228.0,229.24,100423346.0,246.512693751235,251.150140251531,227.384473562916,228.621125962995,100423346.0,319.654945054945
2020-03-19,247.385,252.84,242.61,244.78,67964255.0,246.717140317377,252.157413577402,241.95503127675,244.119172976888,67964255.0,318.84108695652174
2020-03-18,239.77,250.0,237.12,246.67,75058406.0,239.12269836044,249.325080661092,236.479852505432,246.004070586686,75058406.0,318.0650537634408
2020-03-17,247.51,257.61,238.4,252.86,81013965.0,246.841802857707,256.914536116415,237.756396918417,252.177359583855,81013965.0,317.3713829787234
2020-03-16,241.95,259.08,240.0,242.21,80605865.0,241.296813063805,258.380567590703,239.352077434648,241.556111147692,80605865.0,316.58021052631574
2020-03-13,264.89,279.92,252.95,277.97,92683032.0,264.174882465266,279.164306314611,252.267116612893,277.219570685455,92683032.0,316.1780208333333
2020-03-12,255.94,270.0,248.0,248.23,104618517.0,255.249044577599,269.271087113979,247.330480015803,247.559859090011,104618517.0,315.47752577319585
2020-03-11,277.39,281.22,271.86,275.43,64094970.0,276.641136498321,280.460796734049,271.126065714098,274.686427865938,64094970.0,315.06887755102036
2020-03-10,277.14,286.44,269.37,285.34,71322520.0,276.39181141766,285.666704418252,268.642787910713,284.569674063344,71322520.0,314.7685858585858
2020-03-09,263.75,278.09,263.0,266.17,71686208.0,263.037960097452,277.339246724172,262.289984855469,265.451426878251,71686208.0,314.28259999999995
2020-03-06,282.0,290.82,281.23,289.03,56544246.0,281.238690985711,290.034879831435,280.470769737275,288.249712253901,56544246.0,313.37129999999996
2020-03-05,295.52,299.55,291.41,292.92,46893219.0,294.722191347863,298.74131164812,290.623287021795,292.129210508988,46893219.0,312.57039999999995
2020-03-04,296.44,303.4,293.13,302.74,54794568.0,295.639707644696,302.580917890301,292.338643576743,301.922699677356,54794568.0,311.80539999999996
2020-03-03,303.67,304.0,285.8,289.32,79868852.0,302.850188977415,303.179298083888,285.02843221176,288.538929347468,79868852.0,310.9939999999999
2020-03-02,282.28,301.44,277.72,298.81,85349339.0,281.517935076052,300.626209257918,276.970245604794,298.003309409363,85349339.0,310.26829999999995
2020-02-28,257.26,278.41,256.37,273.36,106721230.0,256.56548100349,277.658382827418,255.677883716336,272.622016198064,106721230.0,309.11099999999993
2020-02-27,281.1,286.0,272.96,273.52,80151381.0,280.341120695332,285.227892276289,272.223096069006,272.781584249687,80151381.0,307.96619999999996
2020-02-26,286.53,297.88,286.5,292.65,49678431.0,285.75646144729,297.075820109304,285.726542437611,291.859939421874,49678431.0,306.9584
2020-02-25,300.95,302.53,286.13,288.08,57668364.0,300.137532099822,301.7132666096,285.357541318233,287.302276947389,57668364.0,305.98609999999996
2020-02-24,297.26,304.18,289.23,298.18,55548828.0,296.457493909265,303.358812141964,288.44917231843,297.375010206097,55548828.0,305.10699999999997
2020-02-21,318.62,320.45,310.5,313.05,32426415.0,317.759828800948,319.584888391387,309.661750181076,312.204866003819,32426415.0,304.32849999999996
2020-02-20,322.63,324.65,318.21,320.3,25141489.0,321.759003094752,323.773549746494,317.350935668664,319.435293342991,25141489.0,303.64919999999995
2020-02-19,320.0,324.57,320.0,323.62,23495991.0,319.136103246197,323.693765720682,319.136103246197,322.74633041417,23495991.0,303.06629999999996
2020-02-18,315.36,319.75,314.61,319.0,38190545.0,314.508629749128,318.886778165536,313.760654507144,318.138802923553,38190545.0,302.4194999999999
2020-02-14,324.74,325.98,322.85,324.95,20028447.0,323.863306775532,325.099959175611,321.978409165734,324.072739843287,20028447.0,301.84169999999995
2020-02-13,324.19,326.22,323.35,324.87,23686892.0,323.314791598077,325.339311253045,322.477059327056,323.992955817475,23686892.0,301.27669999999995
2020-02-12,321.47,327.22,321.47,327.2,28432573.0,320.602134720485,326.33661157569,320.602134720485,326.316665569237,28432573.0,300.82179999999994
2020-02-11,323.6,323.9,318.71,319.61,23580780.0,322.726384407717,323.02557450451,317.849585829986,318.747156120366,23580780.0,300.2794
2020-02-10,314.18,321.55,313.85,321.55,27337215.0,313.331815368407,320.681918746296,313.002706261935,320.681918746296,27337215.0,299.8538
2020-02-07,322.37,323.4,318.0,320.03,29421012.0,321.499705010865,322.526924343188,317.141502600909,319.166022255877,29421012.0,299.41299999999995
2020-02-06,322.57,325.22,320.2648,325.21,26356385.0,320.9374776823,323.574066068876,318.643944267682,323.564116678738,26356385.0,299.01709999999997
2020-02-05,323.52,324.76,318.95,321.45,29706718.0,321.882669745412,323.116394122527,317.335798452334,319.823145986841,29706718.0,298.61379999999997
2020-02-04,315.31,319.64,313.6345,318.85,34154134.0,313.714220442093,318.022306371858,312.047200124467,317.236304550954,34154134.0,298.26599999999996
2020-02-03,304.3,313.49,302.22,308.66,43496401.0,302.759941900126,311.903431436972,300.690468751417,307.097876000306,43496401.0,297.70419999999996
2020-01-31,320.93,322.68,308.29,309.51,49897096.0,319.305777699663,321.046920973818,306.729748565199,307.943574162038,49897096.0,297.1986999999999
2020-01-30,320.5435,324.09,318.75,323.87,31685808.0,318.921233770829,322.449784983279,317.136810649574,322.230898400243,31685808.0,296.7720999999999
2020-01-29,324.45,327.85,321.38,324.34,54149928.0,322.807963028248,326.190755675177,319.753500255874,322.69851973673,54149928.0,296.42679999999996
2020-01-28,312.6,318.4,312.19,317.69,40558486.0,311.017935714688,316.788581994743,310.610010719029,316.082175294943,40558486.0,296.1064999999999
2020-01-27,310.06,311.77,304.88,308.95,40485005.0,308.490790619629,310.192136333232,303.337006528132,307.386408314308,40485005.0,295.67869999999994
2020-01-24,320.25,323.33,317.5188,318.31,36634380.0,318.629219170278,321.69363133279,315.91184173578,316.699037483501,36634380.0,295.3458999999999
2020-01-23,317.92,319.56,315.65,319.23,26117993.0,316.311011268118,317.942711250754,314.052499706786,317.614381376199,26117993.0,295.0173999999999
2020-01-22,318.58,319.99,317.31,317.7,25458115.0,316.967671017227,318.370535026689,315.704098469698,316.092124685081,25458115.0,294.7644999999999
2020-01-21,317.19,319.02,316.0,316.57,27710814.0,315.584705788042,317.4054441833,314.400728361617,314.967843599484,27710814.0,294.5421999999999
2020-01-17,316.27,318.74,315.0,318.73,34454117.0,314.669361895343,317.126861259436,313.405789347814,317.116911869298,34454117.0,294.3704999999999
2020-01-16,313.59,315.7,312.09,315.24,27207254.0,312.002925338352,314.102246657476,310.510516817648,313.644574711127,27207254.0,293.9944999999999
2020-01-15,311.85,315.5,309.55,311.34,30480882.0,310.271731454336,313.903258854715,307.98337172259,309.764312557297,30480882.0,293.6679999999999
2020-01-14,316.7,317.57,312.17,312.68,40653457.0,315.097185671278,315.962782613287,310.590111938753,311.097530835792,40653457.0,293.4601999999999
2020-01-13,311.64,317.07,311.15,316.96,30521722.0,310.062794261437,315.465313106385,309.575274144674,315.355869814867,30521722.0,293.3147999999999
2020-01-10,310.6,312.67,308.25,310.33,35217272.0,309.028057687083,311.087581445654,306.689951004647,308.759424153356,35217272.0,293.1948999999999
2020-01-09,307.235,310.43,306.2,309.63,42621542.0,305.680087905637,308.858918054736,304.650326026351,308.062966843694,42621542.0,293.0399999999999
2020-01-08,297.16,304.4399,297.156,303.19,33090946.0,295.656077341576,302.899133868157,295.652097585521,301.655559594805,33090946.0,292.8384999999999
2020-01-07,299.84,300.9,297.48,298.39,27877655.0,298.322513898567,299.377149253198,295.974457825993,296.879852328553,27877655.0,292.6038999999999
2020-01-06,293.79,299.96,292.75,299.8,29644644.0,292.303132865061,298.441906580223,291.268396290707,298.282716338015,29644644.0,292.4224999999999
2020-01-03,297.15,300.58,296.5,297.43,36633878.0,295.646127951438,299.058768768781,294.999417592466,295.924710875303,36633878.0,292.2142999999999
2020-01-02,296.24,300.6,295.19,300.35,33911864.0,294.740733448878,299.078667549057,293.696047484385,298.829932795606,33911864.0,292.0366999999999
2019-12-31,289.93,293.68,289.52,293.65,25247625.0,288.462668271783,292.193689573543,288.054743276124,292.163841403129,25247625.0,291.80589999999995
2019-12-30,289.46,292.69,285.22,291.52,36059614.0,287.995046935296,291.208699949878,283.776505516773,290.044621303729,36059614.0,291.53219999999993
2019-12-27,291.12,293.97,288.12,289.8,36592936.0,289.646645698208,292.482221887546,286.661828656801,288.333326199989,36592936.0,291.26169999999996
2019-12-26,284.82,289.98,284.7,289.91,23334004.0,283.378529911252,288.512415222473,283.259137229596,288.442769491507,23334004.0,290.96849999999995
2019-12-24,284.69,284.89,282.9197,284.27,12119714.0,283.249187839458,283.448175642218,281.487847303323,282.831313453661,12119714.0,290.67979999999994
2019-12-23,280.53,284.25,280.3735,284.0,24677883.0,279.110241542039,282.811414673385,278.954533586379,282.562679919934,24677883.0,290.37019999999995
2019-12-20,282.23,282.65,278.56,279.44,69032743.0,280.801637865503,281.2195122513,277.150211684848,278.025758016994,69032743.0,290.0875
2019-12-19,279.5,281.18,278.95,280.02,24626947.0,278.085454357822,279.756951901011,277.538237900231,278.602822645,24626947.0,289.79229999999995
2019-12-18,279.8,281.9,279.12,279.74,29024687.0,278.383936061963,280.473307990948,277.707377532577,278.324239721135,29024687.0,289.5132
2019-12-17,279.57,281.77,278.8,280.41,28575798.0,278.155100088788,280.343965919154,277.38899704816,278.990848860383,28575798.0,289.2032
2019-12-16,277.0,280.79,276.98,279.86,32081105.0,275.598106823316,279.368925685628,275.57820804304,278.443632402791,32081105.0,288.8517
2019-12-13,271.46,275.3,270.93,275.15,33432806.0,270.086144686849,273.906710499851,269.558827009534,273.757469647781,33432806.0,288.5019
2019-12-12,267.78,272.5599,267.321,271.46,34437042.0,266.424769116056,271.180478108131,265.968092108721,270.086144686849,34437042.0,288.17909999999995
2019-12-11,268.81,271.1,268.5,270.77,19723391.0,267.449556300273,269.727966641881,267.141125205994,269.399636767326,19723391.0,287.8805
2019-12-10,268.6,270.07,265.86,268.48,22632383.0,267.240619107374,268.703179457664,264.514486209555,267.121226425718,22632383.0,287.58969999999994
2019-12-09,270.0,270.8,264.91,266.92,32182645.0,268.633533726698,269.42948493774,263.569294146443,265.569121564186,32182645.0,287.3272999999999
2019-12-06,267.48,271.0,267.3,270.71,26547493.0,266.126287411915,269.6284727405,265.947198389431,269.339940426498,26547493.0,287.1436999999999
2019-12-05,263.79,265.89,262.73,265.58,18661343.0,262.454962450984,264.544334379969,261.400327096353,264.23590328569,18661343.0,286.8614999999999
2019-12-04,261.07,263.31,260.68,261.74,16810388.0,259.748728333441,261.977391724358,259.360702118058,260.415337472688,16810388.0,286.60159999999996
2019-12-03,258.31,259.53,256.29,259.45,29377268.0,257.002696655346,258.216522252185,254.992919847464,258.13692713108,29377268.0,286.41029999999995
2019-12-02,267.27,268.25,263.45,264.16,23693550.0,265.917350219017,266.892390452543,262.116683186291,262.823089886091,23693550.0,286.2202
2019-11-29,266.6,268.0,265.9,267.25,11654363.0,265.250741079769,266.643655699093,264.554283770107,265.897451438741,11654363.0,286.06299999999993
2019-11-27,265.58,267.98,265.31,267.84,16386122.0,264.23590328569,266.623756918817,263.967269751964,266.484465456884,16386122.0,285.99109999999996
2019-11-26,266.94,267.16,262.5,264.29,26334882.0,265.589020344462,265.807906927498,261.171491123178,262.952431957885,26334882.0,285.873
2019-11-25,262.71,266.44,262.52,266.37,21029517.0,261.380428316077,265.091550837561,261.191389903454,265.021905106594,21029517.0,285.853
2019-11-22,262.59,263.18,260.84,261.78,16331263.0,261.261035634421,261.848049652564,259.519892360266,260.45513503324,16331263.0,285.70149999999995
2019-11-21,263.69,264.005,261.18,262.01,30348778.0,262.355468549603,262.668874338951,259.858171624959,260.683971006415,30348778.0,285.49359999999996
2019-11-20,265.54,266.083,260.4,263.19,26609919.0,264.196105725138,264.736357609633,259.082119194193,261.857999042702,26609919.0,285.25859999999994
2019-11-19,267.9,268.0,265.3926,266.29,19069597.0,266.544161797712,266.643655699093,264.049451714504,264.94230998549,19069597.0,285.07719999999995
2019-11-18,265.8,267.43,264.23,267.1,21700897.0,264.454789868727,266.076540461225,262.892735617057,265.74821058667,21700897.0,284.87769999999995
2019-11-15,263.68,265.78,263.01,265.76,25093666.0,262.345519159465,264.434891088451,261.678910020218,264.414992308175,25093666.0,284.80279999999993
2019-11-14,263.75,264.88,262.1,262.64,22395556.0,262.415164890432,263.539445976029,260.773515517657,261.310782585111,22395556.0,284.74929999999995
2019-11-13,261.13,264.78,261.07,264.47,25817593.0,259.808424674269,263.439952074648,259.748728333441,263.131520980369,25817593.0,284.73329999999993
2019-11-12,261.55,262.79,260.92,261.96,21847226.0,260.226299060066,261.460023437181,259.59948748137,260.634224055725,21847226.0,284.75859999999994
2019-11-11,258.3,262.47,258.28,262.2,20507459.0,256.992747265208,261.141642952764,256.972848484931,260.873009419038,20507459.0,284.75589999999994
2019-11-08,258.69,260.44,256.85,260.14,17520495.0,257.380773480591,259.121916754745,255.550085695194,258.823435050604,17520495.0,284.94319999999993
2019-11-07,258.74,260.35,258.11,259.43,23735083.0,257.430520431281,259.032372243503,256.803708852585,258.117028350804,23735083.0,285.0881999999999
2019-11-06,256.77,257.49,255.365,257.24,18966124.0,254.705787270785,255.41999908227,253.31208227754,255.172008869949,18966124.0,285.25149999999996
2019-11-05,257.05,258.19,256.32,257.13,19974427.0,254.983536308585,256.114371676769,254.259404888607,255.062893176528,19974427.0,285.27989999999994
2019-11-04,257.33,257.845,255.38,257.5,25817952.0,255.261285346384,255.772145183766,253.32696169028,255.429918690763,25817952.0,285.30679999999995
2019-11-01,249.54,255.93,249.16,255.82,37781334.0,247.533910330458,253.872540157386,247.15696520773,253.763424463965,37781334.0,285.3875999999999
2019-10-31,247.24,249.17,237.26,248.76,34790520.0,245.252400377104,247.166884816223,235.352631101244,246.760180868016,34790520.0,285.29079999999993
2019-10-30,244.76,245.3,241.21,243.26,31130522.0,242.792337470878,243.327996329492,239.270876455918,241.304396196951,31130522.0,285.26819999999987
2019-10-29,248.97,249.75,242.57,243.29,35709867.0,246.968492646366,247.742222108808,240.619943210945,241.33415502243,35709867.0,285.2322999999999
2019-10-28,247.42,249.25,246.72,249.05,24143241.0,245.430953329975,247.246241684166,244.736580735476,247.047849514309,24143241.0,285.4790999999999
2019-10-25,243.16,246.73,242.88,246.58,18369296.0,241.205200112023,244.746500343969,240.927451074223,244.597706216576,18369296.0,285.6524999999999
2019-10-24,244.51,244.8,241.805,243.58,17916255.0,242.544347258557,242.83201590485,239.861093161242,241.621823668722,17916255.0,285.6404999999999
2019-10-23,242.1,243.24,241.22,243.18,19932545.0,240.153721611781,241.284556979966,239.280796064411,241.225039329009,19932545.0,285.6055999999999
2019-10-22,241.16,242.2,239.6218,239.96,22684001.0,239.221278413454,240.25291769671,237.695444235084,238.030925394312,22684001.0,285.4765999999999
2019-10-21,237.52,240.99,237.32,240.51,22367483.0,235.610540922058,239.052645069076,235.412148752201,238.576503861419,22367483.0,285.4595999999999
2019-10-18,234.59,237.58,234.29,236.41,24377166.0,232.704095633655,235.670058573015,232.406507378869,234.509464379352,24377166.0,285.0439999999999
2019-10-17,235.09,236.15,233.52,235.28,17272897.0,233.200076058297,234.251554558538,231.64269752492,233.388548619661,17272897.0,284.9144999999999
2019-10-16,233.37,235.24,233.2,234.37,19286694.0,231.493903397528,233.34887018569,231.325270053149,232.485864246812,19286694.0,284.5038999999999
2019-10-15,236.39,237.65,234.88,235.32,23040483.0,234.489625162367,235.739495832465,232.991764279947,233.428227053632,23040483.0,284.00369999999987
2019-10-14,234.9,238.1342,234.6701,235.87,24413484.0,233.011603496933,236.219803275689,232.783551697682,233.973805520739,24413484.0,283.70069999999987
2019-10-11,232.95,237.64,232.3075,236.21,41990210.0,231.077279840828,235.729576223972,230.439944995163,234.311072209496,41990210.0,283.1724999999999
2019-10-10,227.93,230.44,227.3,230.09,28962984.0,226.09763637742,228.587458109124,225.47270104237,228.240271811874,28962984.0,282.54419999999993
2019-10-09,227.03,227.79,225.64,227.03,19029424.0,225.204871613064,225.95876185852,223.826046032558,225.204871613064,19029424.0,281.7870999999999
2019-10-08,225.82,228.06,224.33,224.4,29282700.0,224.004598985429,226.226591287827,222.526577319995,222.596014579445,29282700.0,281.1378999999999
2019-10-07,226.27,229.93,225.84,227.06,30889269.0,224.450981367607,228.081558075989,224.024438202415,225.234630438542,30889269.0,280.4203999999999
2019-10-04,225.64,227.49,223.89,227.01,34755553.0,223.826046032558,225.661173603735,222.09011454631,225.185032396078,34755553.0,279.9568999999999
